[8002]b2cwg|31100008|SR1001|00240645|28|4046.00|7|0|0.00|28|C|a|1|1|0|18610678||14:53:53|||00030070|0| |0|
[8002]b2cwg|31100008|zn0911| 1566062|15|13835.00|8|0|0.00|15|A|a|0|2|0|00903908||14:53:54|||0306c3c|0| |0|
[8008]b2cwg|31100008|zn0911    | 1566062|43|0306c3c|0|8|10|13835.00|5|20090729|14:53:54|0|p|0|2|0|00903908|0306c3c|0|0|
[8008]b2cwg|31100008|zn0911    | 1566062|45|0306c3c|0|8|3|13835.00|2|20090729|14:53:54|0|p|0|2|0|00903908|0306c3c|0|0|
[8008]b2cwg|31100008|zn0911    | 1566062|44|0306c3c|0|8|2|13835.00|0|20090729|14:53:54|0|c|0|2|0|00903908|0306c3c|0|0|
[8008]b2cwg|31100008|SR1001    |00240645|46|00030070|0|7|1|4046.00|27|20090729|14:53:54|0|p|1|1|0|18610678|00030070|0|0|
[8008]b2cwg|31100008|SR1001    |00240645|47|00030070|0|7|1|4046.00|26|20090729|14:53:54|0|p|1|1|0|18610678|00030070|0|0|
[8008]b2cwg|31100008|SR1001    |00240645|48|00030070|0|7|1|4046.00|25|20090729|14:53:54|0|p|1|1|0|18610678|00030070|0|0|
[8008]b2cwg|31100008|SR1001    |00240645|49|00030070|0|7|1|4046.00|24|20090729|14:53:54|0|p|1|1|0|18610678|00030070|0|0|
[8008]b2cwg|31100008|SR1001    |00240645|50|00030070|0|7|1|4046.00|23|20090729|14:53:54|0|p|1|1|0|18610678|00030070|0|0|
[8008]b2cwg|31100008|SR1001    |00240645|51|00030070|0|7|1|4046.00|22|20090729|14:53:54|0|p|1|1|0|18610678|00030070|0|0|
[8008]b2cwg|31100008|SR1001    |00240645|52|00030070|0|7|2|4046.00|20|20090729|14:53:54|0|p|1|1|0|18610678|00030070|0|0|
[8008]b2cwg|31100008|SR1001    |00240645|53|00030070|0|7|1|4046.00|19|20090729|14:53:54|0|p|1|1|0|18610678|00030070|0|0|
[8008]b2cwg|31100008|SR1001    |00240645|54|00030070|0|7|1|4046.00|18|20090729|14:53:54|0|p|1|1|0|18610678|00030070|0|0|
[8008]b2cwg|31100008|SR1001    |00240645|55|00030070|0|7|3|4046.00|15|20090729|14:53:54|0|p|1|1|0|18610678|00030070|0|0|
[8008]b2cwg|31100008|SR1001    |00240645|56|00030070|0|7|4|4046.00|11|20090729|14:53:54|0|p|1|1|0|18610678|00030070|0|0|
[8008]b2cwg|31100008|SR1001    |00240645|57|00030070|0|7|1|4046.00|10|20090729|14:53:55|0|p|1|1|0|18610678|00030070|0|0|
[8008]b2cwg|31100008|SR1001    |00240645|58|00030070|0|7|1|4046.00|9|20090729|14:53:55|0|p|1|1|0|18610678|00030070|0|0|
[8008]b2cwg|31100008|SR1001    |00240645|59|00030070|0|7|1|4046.00|8|20090729|14:53:55|0|p|1|1|0|18610678|00030070|0|0|
[8008]b2cwg|31100008|SR1001    |00240645|60|00030070|0|7|1|4046.00|7|20090729|14:53:55|0|p|1|1|0|18610678|00030070|0|0|
[8008]b2cwg|31100008|SR1001    |00240645|61|00030070|0|7|1|4046.00|6|20090729|14:53:55|0|p|1|1|0|18610678|00030070|0|0|
[8008]b2cwg|31100008|SR1001    |00240645|62|00030070|0|7|2|4046.00|4|20090729|14:53:56|0|p|1|1|0|18610678|00030070|0|0|
[8008]b2cwg|31100008|SR1001    |00240645|63|00030070|0|7|1|4046.00|3|20090729|14:53:56|0|p|1|1|0|18610678|00030070|0|0|
[8008]b2cwg|31100008|SR1001    |00240645|64|00030070|0|7|3|4046.00|0|20090729|14:53:56|0|c|1|1|0|18610678|00030070|0|0|
